Supplier name;Transaction value;Transaction date;Supplier org number;Supplier country;Revenue;ebit;ebit_margin;financial_data_year
HARDWARE INC;42684,27436;2019-08-18;976239997;Norway;1064965557;31016920,5;0,029124811;2019
STEEL SUPPLY INC;42662,59;2018-03-17;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STRATEGY CONSULTING AB;42659,0626;2018-06-30;5567362008;Sweden;428920657,7;37129048,19;0,086563908;2018
STEEL SUPPLY INC;42647,64;2019-10-09;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
NAILS AND HAMMERS GMBH;42567,2943;2019-02-21;;Germany;;;;
COMPANY CARS AS;42566,69396;2019-07-12;976023188;Norway;639991236;19766686,16;0,03088587;2019
TOOLS N'STUFF LTD;42550,95198;2019-10-21;;Ukraine;;;;
STEEL SUPPLY INC;42545,74;2018-09-08;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;42505,65763;2017-06-09;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
NAILS AND HAMMERS GMBH;42482,46127;2018-06-14;;Germany;;;;
STEEL SUPPLY INC;42464,19;2020-08-10;980345106;Norway;86490739,02;-673831,6322;-0,007790795;2020
TOWERCRANE AS;42414,41566;2017-08-18;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
STEEL SUPPLY INC;42375,17;2018-02-18;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;42366,26924;2017-03-09;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOWERCRANE AS;42347,65824;2017-11-09;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
CONTAINERS GMBH;42344,95842;2019-01-26;;Germany;;;;
AUDITOR AB;42325,03741;2019-07-28;5562715309;Sweden;275947612,2;51229882,44;0,185650755;2019
TOOLS N'STUFF LTD;42280,66288;2018-11-30;;Ukraine;;;;
TOOLS N'STUFF LTD;42276,7245;2018-02-12;;Ukraine;;;;
JOHAN SVERDRUP GAS STATION AB;42257,39928;2018-02-19;5560006834;Sweden;0;109736269,4;0;2018
TOWERCRANE AS;42234,10903;2018-04-13;979926464;Norway;122825571,8;18944124,9;0,154236;2018
STEEL SUPPLY INC;42198,51;2017-02-03;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
STEEL SUPPLY INC;42197,49;2018-04-27;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
FIX MECHANICS AS;42196,01404;2020-07-29;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
ONE-INSURANCE LTD;42194,82953;2017-01-05;;Ukraine;;;;
TOWERCRANE AS;42148,61199;2017-04-15;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
TOWERCRANE AS;42117,23512;2018-06-17;979926464;Norway;122825571,8;18944124,9;0,154236;2018
STEEL SUPPLY INC;42071,65;2017-09-06;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
JOHAN SVERDRUP GAS STATION AB;42038,68125;2020-08-06;5560006834;Sweden;0;101706534;0;2020
NAILS AND HAMMERS GMBH;42025,75313;2018-03-01;;Germany;;;;
STEEL SUPPLY INC;41991,49;2017-02-12;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
JOHAN SVERDRUP GAS STATION AB;41956,11792;2020-10-25;5560006834;Sweden;0;101706534;0;2020
STEEL SUPPLY INC;41945,95;2018-09-16;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;41927,12;2018-02-20;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;41925,6873;2017-02-19;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
NAILS AND HAMMERS GMBH;41837,83528;2019-01-10;;Germany;;;;
STEEL SUPPLY INC;41833,14;2018-04-11;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
JOHAN SVERDRUP GAS STATION AB;41738,12611;2017-02-11;5560006834;Sweden;0;162532558;0;2017
COMPANY CARS AS;41674,88884;2018-03-10;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
TOOLS N'STUFF LTD;41656,74309;2020-09-21;;Ukraine;;;;
STEEL SUPPLY INC;41628,26;2019-07-14;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
STEEL SUPPLY INC;41570,19;2017-12-10;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOWERCRANE AS;41560,51865;2017-05-30;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
STEEL SUPPLY INC;41489,81;2017-02-01;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
PACIFIC SCAFFOLDING LTD;41453,168;2017-06-11;;Ukraine;;;;
TOOLS N'STUFF LTD;41425,02701;2018-03-12;;Ukraine;;;;
NAILS AND HAMMERS GMBH;41329,57052;2020-10-22;;Germany;;;;
TOOLS N'STUFF LTD;41321,14699;2020-04-06;;Ukraine;;;;
STEEL SUPPLY INC;41282,77;2017-07-08;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
GENERAL MANUFACTURING EQUIPMENT AS;41274,96525;2017-09-16;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
CONTAINERS GMBH;41271,5984;2019-12-28;;Germany;;;;
STEEL SUPPLY INC;41269,04;2017-02-16;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
STEEL SUPPLY INC;41259,45;2017-05-26;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
STEEL SUPPLY INC;41233,94;2019-04-23;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
FIX MECHANICS AS;41202,38544;2017-09-09;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
STEEL SUPPLY INC;41184,74;2018-06-26;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
TOOLS N'STUFF LTD;41171,96987;2020-01-13;;Ukraine;;;;
STEEL SUPPLY INC;41153,46;2018-04-13;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;41062,45;2018-04-18;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
PREFERRED FACILITY SERVICES AB;41020,7168;2020-10-01;5560846783;Sweden;0;33290417,54;0;2020
STEEL SUPPLY INC;40998,22;2018-07-28;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;40917,79;2018-09-24;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
JOHAN SVERDRUP GAS STATION AB;40914,83146;2018-10-28;5560006834;Sweden;0;109736269,4;0;2018
TOOLS N'STUFF LTD;40884,67581;2020-10-30;;Ukraine;;;;
COMPANY CARS AS;40872,78002;2017-03-08;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
FIX MECHANICS AS;40871,62074;2020-11-29;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
NAILS AND HAMMERS GMBH;40841,53279;2018-09-06;;Germany;;;;
STEEL SUPPLY INC;40806,9;2017-12-07;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
JOHAN SVERDRUP GAS STATION AB;40750,16104;2017-02-23;5560006834;Sweden;0;162532558;0;2017
STEEL SUPPLY INC;40678,27;2018-08-05;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
SWEDISH MACHINERY AB;40634,63804;2019-11-30;;Sweden;;;;
TOOLS N'STUFF LTD;40541,20744;2019-11-18;;Ukraine;;;;
ONE-INSURANCE LTD;40538,17928;2017-04-05;;Ukraine;;;;
TOOLS N'STUFF LTD;40532,29463;2018-08-27;;Ukraine;;;;
STEEL SUPPLY INC;40529,79;2017-11-13;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOWERCRANE AS;40479,41744;2019-10-30;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
TOWERCRANE AS;40458,88674;2019-05-02;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
STEEL SUPPLY INC;40427,2;2017-09-07;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
JOHAN SVERDRUP GAS STATION AB;40420,64273;2020-10-02;5560006834;Sweden;0;101706534;0;2020
NAILS AND HAMMERS GMBH;40408,45253;2020-03-05;;Germany;;;;
STEEL SUPPLY INC;40402,5;2019-02-07;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
FIX MECHANICS AS;40393,93533;2020-12-09;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
STEEL SUPPLY INC;40253,49;2020-07-17;980345106;Norway;86490739,02;-673831,6322;-0,007790795;2020
NAILS AND HAMMERS GMBH;40212,28429;2018-08-16;;Germany;;;;
STEEL SUPPLY INC;40200,02;2019-05-25;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
TOWERCRANE AS;40173,46516;2018-11-13;979926464;Norway;122825571,8;18944124,9;0,154236;2018
TOWERCRANE AS;40172,30153;2018-10-22;979926464;Norway;122825571,8;18944124,9;0,154236;2018
STEEL SUPPLY INC;40165,68;2018-04-27;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
COMPANY CARS AS;40144,90792;2017-04-16;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
CONTAINERS GMBH;40052,80073;2017-12-02;;Germany;;;;
STEEL SUPPLY INC;39946,03;2018-02-18;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
STEEL SUPPLY INC;39886,25;2020-09-10;980345106;Norway;86490739,02;-673831,6322;-0,007790795;2020
PREFERRED FACILITY SERVICES AB;39883,91995;2019-06-10;5560846783;Sweden;497219951,1;33116302,59;0,066602924;2019
STEEL SUPPLY INC;39881,45;2018-03-24;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
JOHAN SVERDRUP GAS STATION AB;39850,3724;2020-07-05;5560006834;Sweden;0;101706534;0;2020
COMPANY CARS AS;39824,10291;2017-07-14;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
FIX MECHANICS AS;39719,76971;2020-09-25;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
TOWERCRANE AS;39670,5295;2019-04-22;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
TOWERCRANE AS;39647,96391;2017-05-12;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
TOWERCRANE AS;39600,61686;2017-10-12;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
TOWERCRANE AS;39583,24692;2017-11-28;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
STEEL SUPPLY INC;39551,66;2019-08-12;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
COMPANY CARS AS;39530,01592;2020-09-07;976023188;Norway;730615379,2;37606409,6;0,051472239;2020
GENERAL MANUFACTURING EQUIPMENT AS;39431,27605;2017-08-31;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
STEEL SUPPLY INC;39423,97;2017-03-07;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOWERCRANE AS;39373,12112;2017-11-20;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
STEEL SUPPLY INC;39367,07;2017-07-21;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
CRANE SUPPLIER INTL;39352,39855;2018-05-23;;United States;;;;
COMPANY CARS AS;39336,45481;2020-08-01;976023188;Norway;730615379,2;37606409,6;0,051472239;2020
JOHAN SVERDRUP GAS STATION AB;39320,89953;2018-10-24;5560006834;Sweden;0;109736269,4;0;2018
JOHAN SVERDRUP GAS STATION AB;39318,04396;2020-10-09;5560006834;Sweden;0;101706534;0;2020
TOWERCRANE AS;39291,66482;2018-05-18;979926464;Norway;122825571,8;18944124,9;0,154236;2018
NAILS AND HAMMERS GMBH;39283,4657;2018-11-08;;Germany;;;;
JOHAN SVERDRUP GAS STATION AB;39258,46824;2020-04-28;5560006834;Sweden;0;101706534;0;2020
GAS TANKS INC.;39257,35838;2018-04-04;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
FIX MECHANICS AS;39245,4629;2017-10-08;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
JOHAN SVERDRUP GAS STATION AB;39231,07322;2020-12-19;5560006834;Sweden;0;101706534;0;2020
TOWERCRANE AS;39160,21654;2018-05-21;979926464;Norway;122825571,8;18944124,9;0,154236;2018
NAILS AND HAMMERS GMBH;39157,59629;2018-07-26;;Germany;;;;
TOWERCRANE AS;39148,30143;2017-09-28;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
FIX MECHANICS AS;39083,10716;2017-12-17;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
STEEL SUPPLY INC;38915,43;2017-02-08;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
STEEL SUPPLY INC;38896,68;2019-07-26;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
FIX MECHANICS AS;38879,07751;2017-06-17;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
STEEL SUPPLY INC;38837,45;2017-03-27;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
SWEDISH MACHINERY AB;38824,71451;2017-05-20;;Sweden;;;;
COMPANY CARS AS;38741,79559;2018-08-19;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
TOWERCRANE AS;38737,87404;2017-11-10;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
JOHAN SVERDRUP GAS STATION AB;38717,91062;2020-11-02;5560006834;Sweden;0;101706534;0;2020
FIX MECHANICS AS;38676,749;2017-03-14;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
FIX MECHANICS AS;38579,9534;2020-09-13;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
STEEL SUPPLY INC;38538,93;2017-03-22;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
STEEL SUPPLY INC;38511,99;2017-07-21;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
ABC ELEKTRO AS;38427,40949;2017-11-13;979715609;Norway;3674332,621;234712,0607;0,063878828;2017
TOOLS N'STUFF LTD;38419,21486;2019-03-10;;Ukraine;;;;
JOHAN SVERDRUP GAS STATION AB;38406,70644;2020-11-21;5560006834;Sweden;0;101706534;0;2020
STEEL SUPPLY INC;38393,93;2017-11-22;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
ONE-INSURANCE LTD;38300,16518;2020-03-20;;Ukraine;;;;
COMPANY CARS AS;38231,36987;2017-11-09;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
GENERAL MANUFACTURING EQUIPMENT AS;38163,43106;2017-11-12;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
NAILS AND HAMMERS GMBH;38158,50871;2020-07-09;;Germany;;;;
JOHAN SVERDRUP GAS STATION AB;38039,29314;2018-04-27;5560006834;Sweden;0;109736269,4;0;2018
STEEL SUPPLY INC;37997,75;2017-11-20;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOOLS N'STUFF LTD;37996,22687;2017-02-13;;Ukraine;;;;
STEEL SUPPLY INC;37960,04;2018-04-11;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
NAILS AND HAMMERS GMBH;37959,66899;2017-02-16;;Germany;;;;
STEEL SUPPLY INC;37929,73;2017-08-28;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
STEEL SUPPLY INC;37911,82;2017-08-04;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
GENERAL MANUFACTURING EQUIPMENT AS;37900,85501;2018-09-14;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
STEEL SUPPLY INC;37890,94;2017-09-15;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOWERCRANE AS;37879,59731;2019-04-26;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
NAILS AND HAMMERS GMBH;37862,56578;2018-02-08;;Germany;;;;
PREFERRED FACILITY SERVICES AB;37817,84291;2020-01-29;5560846783;Sweden;0;33290417,54;0;2020
FIX MECHANICS AS;37804,26835;2017-08-04;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
TOWERCRANE AS;37746,6803;2019-10-02;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
JOHAN SVERDRUP GAS STATION AB;37682,24965;2018-03-06;5560006834;Sweden;0;109736269,4;0;2018
STEEL SUPPLY INC;37673,03;2017-03-08;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
FIX MECHANICS AS;37608,43375;2020-12-29;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
COMPANY CARS AS;37523,0515;2017-10-03;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
JOHAN SVERDRUP GAS STATION AB;37504,43442;2018-07-05;5560006834;Sweden;0;109736269,4;0;2018
GENERAL MANUFACTURING EQUIPMENT AS;37466,75458;2019-08-25;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
STEEL SUPPLY INC;37440,07;2017-09-08;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
FIX MECHANICS AS;37415,29135;2017-12-19;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
TOOLS N'STUFF LTD;37391,3751;2017-12-18;;Ukraine;;;;
JOHAN SVERDRUP GAS STATION AB;37388,46602;2018-11-13;5560006834;Sweden;0;109736269,4;0;2018
OKTAPACK AB;37376,83137;2020-08-22;5560500398;Sweden;1838488817;71269332,43;0,03876517;2020
FIX MECHANICS AS;37371,68144;2019-08-17;985426813;Norway;119236007,2;-3215813,664;-0,026970156;2019
TOWERCRANE AS;37339,17824;2018-10-31;979926464;Norway;122825571,8;18944124,9;0,154236;2018
FIX MECHANICS AS;37320,04991;2017-04-07;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
COMPANY CARS AS;37316,65057;2017-08-27;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
GENERAL MANUFACTURING EQUIPMENT AS;37293,97243;2020-08-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
FIX MECHANICS AS;37271,82395;2017-08-08;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
FIX MECHANICS AS;37252,48044;2018-11-09;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
TOWERCRANE AS;37247,9336;2018-05-20;979926464;Norway;122825571,8;18944124,9;0,154236;2018
FIX MECHANICS AS;37169,47291;2018-12-15;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
TOWERCRANE AS;37121,66012;2019-04-05;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
NAILS AND HAMMERS GMBH;37108,4445;2019-08-08;;Germany;;;;
FIX MECHANICS AS;37031,78229;2018-07-20;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
COMPANY CARS AS;37022,25068;2018-03-30;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
COMPANY CARS AS;37018,63248;2020-11-23;976023188;Norway;730615379,2;37606409,6;0,051472239;2020
FIX MECHANICS AS;36965,35084;2017-07-09;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
GENERAL MANUFACTURING EQUIPMENT AS;36965,28007;2019-05-07;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
NAILS AND HAMMERS GMBH;36961,21381;2018-05-03;;Germany;;;;
FIX MECHANICS AS;36952,32874;2017-04-20;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
NAILS AND HAMMERS GMBH;36923,18451;2018-10-18;;Germany;;;;
NAILS AND HAMMERS GMBH;36903,41444;2017-10-26;;Germany;;;;
STEEL SUPPLY INC;36903,27;2019-04-16;980345106;Norway;98708548,17;-686684,1686;-0,006956684;2019
NAILS AND HAMMERS GMBH;36866,76995;2019-04-04;;Germany;;;;
TOWERCRANE AS;36854,19164;2019-05-05;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
GENERAL MANUFACTURING EQUIPMENT AS;36844,81159;2017-04-03;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
STEEL SUPPLY INC;36841,23;2017-04-20;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
TOWERCRANE AS;36801,0847;2019-09-12;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
TOWERCRANE AS;36782,24583;2017-10-27;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
TOWERCRANE AS;36735,56701;2017-06-25;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
TOWERCRANE AS;36680,59741;2017-03-15;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
FIX MECHANICS AS;36678,18039;2017-11-23;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
TOOLS N'STUFF LTD;36630,58329;2019-04-08;;Ukraine;;;;
TOWERCRANE AS;36622,4121;2019-05-03;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
COMPANY CARS AS;36590,14538;2018-02-20;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
NAILS AND HAMMERS GMBH;36559,22954;2017-01-26;;Germany;;;;
JOHAN SVERDRUP GAS STATION AB;36547,95237;2018-07-24;5560006834;Sweden;0;109736269,4;0;2018
TOWERCRANE AS;36450,24486;2020-10-05;979926464;Norway;95553130,9;15892233,46;0,166318291;2020
STEEL SUPPLY INC;36438,6;2017-05-19;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
AS MASKINFIX;36350,56026;2019-12-07;914853052;Norway;27969207,53;-4790505,686;-0,171277848;2019
GENERAL MANUFACTURING EQUIPMENT AS;36342,5897;2020-09-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
NAILS AND HAMMERS GMBH;36325,80228;2017-01-05;;Germany;;;;
GENERAL MANUFACTURING EQUIPMENT AS;36253,24393;2018-06-22;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
TOWERCRANE AS;36236,2041;2019-12-04;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
COMPANY CARS AS;36235,09238;2017-07-26;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
JOHAN SVERDRUP GAS STATION AB;36227,77259;2018-02-07;5560006834;Sweden;0;109736269,4;0;2018
TOWERCRANE AS;36211,51754;2019-05-30;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
GAS TANKS INC.;36110,46995;2018-04-25;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
GENERAL MANUFACTURING EQUIPMENT AS;36108,42761;2019-04-11;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
STEEL SUPPLY INC;36097,02;2017-04-18;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
FIX MECHANICS AS;36062,82987;2018-09-18;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
COMPANY CARS AS;36043,68819;2018-06-08;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
TOWERCRANE AS;36032,3582;2017-06-29;979926464;Norway;103557422,8;16242496,72;0,156845316;2017
TOWERCRANE AS;35975,8172;2019-09-04;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
GENERAL MANUFACTURING EQUIPMENT AS;35964,19938;2020-09-30;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
NAILS AND HAMMERS GMBH;35922,91491;2018-11-29;;Germany;;;;
NAILS AND HAMMERS GMBH;35905,94217;2020-12-03;;Germany;;;;
TOWERCRANE AS;35882,67897;2019-11-08;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
TOWERCRANE AS;35877,30648;2019-12-24;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
COMPANY CARS AS;35838,88703;2019-12-23;976023188;Norway;639991236;19766686,16;0,03088587;2019
NAILS AND HAMMERS GMBH;35828,26451;2019-03-14;;Germany;;;;
GAS TANKS INC.;35827,33984;2018-05-10;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
STEEL SUPPLY INC;35808,83;2017-07-21;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
NAILS AND HAMMERS GMBH;35805,33405;2020-04-16;;Germany;;;;
FIX MECHANICS AS;35701,129;2017-12-23;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
FIX MECHANICS AS;35660,82476;2018-07-05;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
TOOLS N'STUFF LTD;35652,16538;2018-07-30;;Ukraine;;;;
FIX MECHANICS AS;35631,10942;2020-07-05;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
NAILS AND HAMMERS GMBH;35579,78198;2018-04-12;;Germany;;;;
NAILS AND HAMMERS GMBH;35543,50486;2018-01-18;;Germany;;;;
COMPANY CARS AS;35531,55735;2017-02-09;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
REVISOREN AS;35454,04111;2018-11-26;;Norway;442663,3609;170973,196;0,386237514;2018
NAILS AND HAMMERS GMBH;35415,41559;2017-06-22;;Germany;;;;
JOHAN SVERDRUP GAS STATION AB;35408,08392;2020-09-03;5560006834;Sweden;0;101706534;0;2020
TOWERCRANE AS;35363,04507;2020-05-27;979926464;Norway;95553130,9;15892233,46;0,166318291;2020
TOWERCRANE AS;35358,5867;2018-12-16;979926464;Norway;122825571,8;18944124,9;0,154236;2018
COMPANY CARS AS;35317,45211;2017-12-30;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
TOWERCRANE AS;35281,68824;2020-11-22;979926464;Norway;95553130,9;15892233,46;0,166318291;2020
FIX MECHANICS AS;35243,98286;2018-04-22;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
FIX MECHANICS AS;35200,55793;2020-10-22;985426813;Norway;97886202,42;5154291,694;0,052655957;2020
TOWERCRANE AS;35178,33837;2019-07-26;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
STEEL SUPPLY INC;35174,15;2017-09-21;980345106;Norway;86056935,09;-2542028,406;-0,029538914;2017
COMPANY CARS AS;35143,1102;2017-11-30;976023188;Norway;720689189,7;20501614,56;0,028447235;2017
NAILS AND HAMMERS GMBH;35140,29518;2018-07-05;;Germany;;;;
AS MASKINFIX;35098,40282;2018-08-06;914853052;Norway;47314007;8123806,147;0,171699813;2018
TOOLS N'STUFF LTD;35085,3095;2018-01-15;;Ukraine;;;;
COMPANY CARS AS;35049,10961;2018-04-24;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
TOWERCRANE AS;35038,99034;2018-07-27;979926464;Norway;122825571,8;18944124,9;0,154236;2018
TOOLS N'STUFF LTD;35026,25794;2018-06-04;;Ukraine;;;;
STEEL SUPPLY INC;35012,28;2018-04-11;980345106;Norway;106032982,5;-734128,4429;-0,006923586;2018
NAILS AND HAMMERS GMBH;35003,87751;2020-06-18;;Germany;;;;
FIX MECHANICS AS;34996,57811;2018-12-08;985426813;Norway;122275190,4;-3058356,739;-0,025012079;2018
GAS TANKS INC.;34986,51463;2017-05-19;945772042;Norway;100156233,8;7324105,165;0,073126803;2017
TOWERCRANE AS;34967,2274;2018-07-03;979926464;Norway;122825571,8;18944124,9;0,154236;2018
GAS TANKS INC.;34963,58646;2018-05-01;945772042;Norway;123468722,5;14219464,41;0,115166531;2019
TOWERCRANE AS;34952,44065;2019-06-12;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
FIX MECHANICS AS;34939,82901;2017-04-13;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
JOHAN SVERDRUP GAS STATION AB;34896,6663;2018-07-07;5560006834;Sweden;0;109736269,4;0;2018
COMPANY CARS AS;34865,796;2018-07-12;976023188;Norway;728845100,9;23328752,16;0,032007833;2018
JOHAN SVERDRUP GAS STATION AB;34850,45743;2018-01-17;5560006834;Sweden;0;109736269,4;0;2018
JOHAN SVERDRUP GAS STATION AB;34841,50936;2020-06-05;5560006834;Sweden;0;101706534;0;2020
JOHAN SVERDRUP GAS STATION AB;34825,08043;2020-02-13;5560006834;Sweden;0;101706534;0;2020
FIX MECHANICS AS;34810,17569;2017-12-04;985426813;Norway;117030333,4;11114650,38;0,094972389;2017
JOHAN SVERDRUP GAS STATION AB;34806,1887;2018-06-14;5560006834;Sweden;0;109736269,4;0;2018
TOWERCRANE AS;34799,99333;2019-08-27;979926464;Norway;111391414,4;19269059,68;0,172985142;2019
